dataset;id;label;datatype;mandatory;decimals;minlength;maxlength;formatname;contentlength;id_;categorical;value_labels;cols_abb
mri;mrdtpnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRDTPND;0;;c
mri;mrdtp;Mean tumor pressure;double;FALSE;6;1;NA;NA;0;MRDTP;0;;d
ul;ulspid;Uploaded file no;double;TRUE;0;1;NA;NA;1;ULSPID;0;;d
ul;ulname;Name of the uploaded file;text;TRUE;NA;1;NA;NA;65;ULNAME;0;;c
ul;ulfile;File upload;base64Binary;TRUE;NA;NA;NA;NA;66;ULFILE;0;;NA
ul;ulfile_filepath;File upload (File path);text;TRUE;NA;NA;NA;NA;56;ULFILE_FilePath;0;;c
ul;ulfile_filesize;File upload (File size);integer;TRUE;NA;NA;NA;NA;5;ULFILE_FileSize;0;;i
ul;ulfile_filehash;File upload (MD5 hash);text;TRUE;NA;NA;NA;NA;32;ULFILE_FileHash;0;;c
ul;ulcomm;Comment on the uploaded file;text;FALSE;NA;1;NA;NA;83;ULCOMM;0;;c
cs;csmriyn;Steroids at time of MRI;text;TRUE;NA;1;NA;YNFMT;3;CSMRIYN;1;;c
cs;csmriyncd;Steroids at time of MRI - Code;integer;TRUE;NA;1;NA;YNFMT;1;CSMRIYNCD;2;;i
cs;csviyn;Steroids at time of visit;text;TRUE;NA;1;NA;YNFMT;3;CSVIYN;1;;c
cs;csviyncd;Steroids at time of visit - Code;integer;TRUE;NA;1;NA;YNFMT;1;CSVIYNCD;2;;i
cs;cschg;NA;text;TRUE;NA;1;NA;CSCHGFMT;8;CSCHG;1;;c
cs;cschgcd;- Code;integer;TRUE;NA;1;NA;CSCHGFMT;1;CSCHGCD;2;;i
cs;csname;Type of steroid treatment;text;TRUE;NA;1;NA;NA;34;CSNAME;0;;c
cs;cstddos;Total daily dose;double;TRUE;6;1;NA;NA;3;CSTDDOS;0;;d
vi;vichkyn;Are any  of the following procedures redundant?;text;TRUE;NA;1;NA;YNFMT;3;VICHKYN;1;;c
vi;vichkyncd;Are any  of the following procedures redundant? - Code;integer;TRUE;NA;1;NA;YNFMT;1;VICHKYNCD;2;;i
vi;vipeyn;Physical exam;text;TRUE;NA;1;NA;YNFMT;3;VIPEYN;1;;c
vi;vipeyncd;Physical exam - Code;integer;TRUE;NA;1;NA;YNFMT;1;VIPEYNCD;2;;i
vi;vinanoyn;NANO;text;TRUE;NA;1;NA;YNFMT;3;VINANOYN;1;;c
vi;vinanoyncd;NANO - Code;integer;TRUE;NA;1;NA;YNFMT;1;VINANOYNCD;2;;i
vi;viecogyn;ECOG;text;TRUE;NA;1;NA;YNFMT;3;VIECOGYN;1;;c
vi;viecogyncd;ECOG - Code;integer;TRUE;NA;1;NA;YNFMT;1;VIECOGYNCD;2;;i
vi;vikpsyn;Karnofsky Performance Scale;text;TRUE;NA;1;NA;YNFMT;3;VIKPSYN;1;;c
vi;vikpsyncd;Karnofsky Performance Scale - Code;integer;TRUE;NA;1;NA;YNFMT;1;VIKPSYNCD;2;;i
vi;vivsyn;Vital signs;text;TRUE;NA;1;NA;YNFMT;3;VIVSYN;1;;c
vi;vivsyncd;Vital signs - Code;integer;TRUE;NA;1;NA;YNFMT;1;VIVSYNCD;2;;i
vi;viecgyn;ECG;text;TRUE;NA;1;NA;YNFMT;3;VIECGYN;1;;c
vi;viecgyncd;ECG - Code;integer;TRUE;NA;1;NA;YNFMT;1;VIECGYNCD;2;;i
vi;viqolyn;QoL (QLQ-C30 + QLQ-BN20);text;TRUE;NA;1;NA;YNFMT;3;VIQOLYN;1;;c
vi;viqolyncd;QoL (QLQ-C30 + QLQ-BN20) - Code;integer;TRUE;NA;1;NA;YNFMT;1;VIQOLYNCD;2;;i
vi;viepreyn;Pregnancy testPlease choose NA for male patients;text;TRUE;NA;1;NA;YNNAFMT;3;VIEPREYN;1;;c
vi;viepreyncd;Pregnancy testPlease choose NA for male patients - Code;integer;TRUE;NA;1;NA;YNNAFMT;2;VIEPREYNCD;2;;i
lbe;lbelabyn;Was a sample for exploratory research collected?;text;TRUE;NA;1;NA;YNFMT;3;LBELABYN;1;;c
lbe;lbelabyncd;Was a sample for exploratory research collected? - Code;integer;TRUE;NA;1;NA;YNFMT;1;LBELABYNCD;2;;i
lbe;lbedat;Collection date;date;TRUE;NA;1;NA;NA;10;LBEDAT;0;;c
lbe;lbend;Reason not taken;text;TRUE;NA;1;NA;NA;70;LBEND;0;;c
lbe;lbeid;Sample ID (optional);text;FALSE;NA;1;NA;NA;11;LBEID;0;;c
lbe;lbecom;Comment (optional);text;FALSE;NA;1;NA;NA;77;LBECOM;0;;c
lbe;lbblabco;Was a laboratory sample collected?;text;TRUE;NA;1;NA;YNFMT;3;LBBLABCO;1;;c
lbe;lbblabcocd;Was a laboratory sample collected? - Code;integer;TRUE;NA;1;NA;YNFMT;1;LBBLABCOCD;2;;i
lbe;lbbdat;Collection date;date;TRUE;NA;1;NA;NA;10;LBBDAT;0;;c
lbe;lbbnd;Reason not taken;text;TRUE;NA;1;NA;NA;70;LBBND;0;;c
lbe;lbcrco;Creatinine collected?;text;TRUE;NA;1;NA;YNFMT;3;LBCRCO;1;;c
lbe;lbcrcocd;Creatinine collected? - Code;integer;TRUE;NA;1;NA;YNFMT;1;LBCRCOCD;2;;i
lbe;lbcrres;Creatinine result;double;TRUE;0;1;NA;NA;3;LBCRRES;0;;d
lbe;lbcru;Creatinine unit;text;FALSE;NA;1;NA;NA;10;LBCRU;0;;c
lbe;lbcrr;Creatinine range;text;TRUE;0;1;NA;NA;8;LBCRR;0;;c
lbe;lbcrr_lower;Creatinine range (Lower limit);text;TRUE;NA;NA;NA;NA;2;LBCRR_Lower;0;;c
lbe;lbcrr_comparator;Creatinine range (Comparator);text;TRUE;NA;NA;NA;NA;18;LBCRR_Comparator;0;;c
lbe;lbcrr_upper;Creatinine range (Upper limit);text;TRUE;NA;NA;NA;NA;3;LBCRR_Upper;0;;c
lbe;lbcrcrr;Creatinine CRR;text;FALSE;NA;1;NA;HINLOFMT;6;LBCRCRR;1;;c
lbe;lbcrcrrcd;Creatinine CRR - Code;integer;FALSE;NA;1;NA;HINLOFMT;1;LBCRCRRCD;2;;i
lbe;lbcrcs;Creatinine CS?;text;TRUE;NA;1;NA;YNFMT;3;LBCRCS;1;;c
lbe;lbcrcscd;Creatinine CS? - Code;integer;TRUE;NA;1;NA;YNFMT;1;LBCRCSCD;2;;i
lbe;lbkco;Potassium collected?;text;FALSE;NA;1;NA;YNFMT;0;LBKCO;1;;c
lbe;lbkcocd;Potassium collected? - Code;integer;FALSE;NA;1;NA;YNFMT;0;LBKCOCD;2;;i
lbe;lbkres;Potassium result;double;FALSE;1;1;NA;NA;0;LBKRES;0;;d
lbe;lbku;Potassium unit;text;FALSE;NA;1;NA;NA;0;LBKU;0;;c
lbe;lbkr;Potassium range;text;FALSE;1;1;NA;NA;0;LBKR;0;;c
lbe;lbkr_lower;Potassium range (Lower limit);text;FALSE;NA;NA;NA;NA;0;LBKR_Lower;0;;c
lbe;lbkr_comparator;Potassium range (Comparator);text;FALSE;NA;NA;NA;NA;0;LBKR_Comparator;0;;c
lbe;lbkr_upper;Potassium range (Upper limit);text;FALSE;NA;NA;NA;NA;0;LBKR_Upper;0;;c
lbe;lbkcrr;Potassium CRR;text;FALSE;NA;1;NA;HINLOFMT;0;LBKCRR;1;;c
lbe;lbkcrrcd;Potassium CRR - Code;integer;FALSE;NA;1;NA;HINLOFMT;0;LBKCRRCD;2;;i
lbe;lbkcs;Potassium CS;text;FALSE;NA;1;NA;YNFMT;0;LBKCS;1;;c
lbe;lbkcscd;Potassium CS - Code;integer;FALSE;NA;1;NA;YNFMT;0;LBKCSCD;2;;i
lbe;lbuco;Urea collected?;text;FALSE;NA;1;NA;YNFMT;0;LBUCO;1;;c
lbe;lbucocd;Urea collected? - Code;integer;FALSE;NA;1;NA;YNFMT;0;LBUCOCD;2;;i
lbe;lbures;Urea result;double;FALSE;0;1;NA;NA;0;LBURES;0;;d
lbe;lbuu;Urea unit;text;FALSE;NA;1;NA;NA;0;LBUU;0;;c
lbe;lbur;Urea range;text;FALSE;0;1;NA;NA;0;LBUR;0;;c
lbe;lbur_lower;Urea range (Lower limit);text;FALSE;NA;NA;NA;NA;0;LBUR_Lower;0;;c
lbe;lbur_comparator;Urea range (Comparator);text;FALSE;NA;NA;NA;NA;0;LBUR_Comparator;0;;c
lbe;lbur_upper;Urea range (Upper limit);text;FALSE;NA;NA;NA;NA;0;LBUR_Upper;0;;c
lbe;lbucrr;Ures CRR;text;FALSE;NA;1;NA;HINLOFMT;0;LBUCRR;1;;c
lbe;lbucrrcd;Ures CRR - Code;integer;FALSE;NA;1;NA;HINLOFMT;0;LBUCRRCD;2;;i
lbe;lbucs;Urea CS?;text;FALSE;NA;1;NA;YNFMT;0;LBUCS;1;;c
lbe;lbucscd;Urea CS? - Code;integer;FALSE;NA;1;NA;YNFMT;0;LBUCSCD;2;;i
lbe;scope_591;Laboratory range - OUS;text;FALSE;NA;NA;NA;CL_S591F;22;SCOPE_591;1;;c
lbe;scope_591cd;Laboratory range - OUS - Code;integer;FALSE;NA;NA;NA;CL_S591F;4;SCOPE_591CD;2;;i
ex;eximpdos;IMP administration in this cycle(and next cycle if not registered);text;TRUE;NA;1;NA;EXIMPFMT;0;EXIMPDOS;1;;c
ex;eximpdoscd;IMP administration in this cycle(and next cycle if not registered) - Code;integer;TRUE;NA;1;NA;EXIMPFMT;0;EXIMPDOSCD;2;;i
ex;eximpnd;Reason for no administration;text;TRUE;NA;1;NA;NA;0;EXIMPND;0;;c
ex;exrandos;The subject is randomized to dose:(displayed from the randomization form);text;FALSE;NA;1;NA;DOSFMT;0;EXRANDOS;1;;c
ex;exrandoscd;The subject is randomized to dose:(displayed from the randomization form) - Code;integer;FALSE;NA;1;NA;DOSFMT;0;EXRANDOSCD;2;;i
ex;exranst;Start up time(displayed from the randomization form);text;FALSE;NA;1;NA;RANS2FMT;0;EXRANST;1;;c
ex;exranstcd;Start up time(displayed from the randomization form) - Code;integer;FALSE;NA;1;NA;RANS2FMT;0;EXRANSTCD;2;;i
ex;exfudos;Follow-up dose:(displayed from the randomization form);text;FALSE;NA;1;NA;FUDOSFMT;0;EXFUDOS;1;;c
ex;exfudoscd;Follow-up dose:(displayed from the randomization form) - Code;integer;FALSE;NA;1;NA;FUDOSFMT;0;EXFUDOSCD;2;;i
ex;exstdat;IMP start date;date;TRUE;NA;1;NA;NA;0;EXSTDAT;0;;c
ex;exendat;IMP stop date;date;FALSE;NA;1;NA;NA;0;EXENDAT;0;;c
ex;exmodyn;Has there been any modification of randomized dose;text;TRUE;NA;1;NA;YNFMT;0;EXMODYN;1;;c
ex;exmodyncd;Has there been any modification of randomized dose - Code;integer;TRUE;NA;1;NA;YNFMT;0;EXMODYNCD;2;;i
ex;exnddos;New daily dose;double;TRUE;1;1;NA;NA;0;EXNDDOS;0;;d
ex;exmstdat;From date;date;TRUE;NA;1;NA;NA;0;EXMSTDAT;0;;c
ex;exmodoth;Reason for modification;text;TRUE;NA;1;NA;NA;0;EXMODOTH;0;;c
ex;exint;Has there been any interruption of dose;text;TRUE;NA;1;NA;YNFMT;0;EXINT;1;;c
ex;exintcd;Has there been any interruption of dose - Code;integer;TRUE;NA;1;NA;YNFMT;0;EXINTCD;2;;i
ex;exstpyn;Is the dose stopped;text;TRUE;NA;1;NA;YNFMT;0;EXSTPYN;1;;c
ex;exstpyncd;Is the dose stopped - Code;integer;TRUE;NA;1;NA;YNFMT;0;EXSTPYNCD;2;;i
ex;exstpdat;From date;date;TRUE;NA;1;NA;NA;0;EXSTPDAT;0;;c
ex;exintoth;Reason for stop IMP;text;TRUE;NA;1;NA;NA;0;EXINTOTH;0;;c
ex;exintdur;Duration of the interruption;double;TRUE;0;1;NA;NA;0;EXINTDUR;0;;d
ex;ex3pmryn;Has IMP been taken 3 days prior to MRI?;text;TRUE;NA;1;NA;YNFMT;0;EX3PMRYN;1;;c
ex;ex3pmryncd;Has IMP been taken 3 days prior to MRI? - Code;integer;TRUE;NA;1;NA;YNFMT;0;EX3PMRYNCD;2;;i
ex;ex3pdes;Reason for the interuption;text;TRUE;NA;1;NA;NA;0;EX3PDES;0;;c
ex;exbatch;Batch number;text;FALSE;NA;1;NA;NA;0;EXBATCH;0;;c
ex;exexpdat;Expiry date;date;FALSE;NA;1;NA;NA;0;EXEXPDAT;0;;c
ex;ex2batch;Batch number;text;FALSE;NA;1;NA;NA;0;EX2BATCH;0;;c
ex;ex2exdat;Expiry date;date;FALSE;NA;1;NA;NA;0;EX2EXDAT;0;;c
ex;excons;#tablets taken in this cycle(and next cycle if not registered);double;TRUE;0;1;NA;NA;0;EXCONS;0;;d
ex;exdosstr;Dosage strength;text;TRUE;NA;1;NA;DSTRFMT;0;EXDOSSTR;1;;c
ex;exdosstrcd;Dosage strength - Code;string;TRUE;NA;1;NA;DSTRFMT;0;EXDOSSTRCD;2;;c
ex;exdisp;#tablets in this cycle (and next cycle if not registered) according to protocol;double;TRUE;0;1;NA;NA;0;EXDISP;0;;d
ex;ex2cons;#tablets (12,5mg) taken in this cycle(and next cycle if not registered);double;TRUE;0;1;NA;NA;0;EX2CONS;0;;d
ex;ex2disp;#tablets (12,5mg) in this cycle (and next cycle if not registered) according to protocol;double;TRUE;0;1;NA;NA;0;EX2DISP;0;;d
ch;chyn;Does the patient receive chemotherapy in this cycle;text;TRUE;NA;1;NA;YNFMT;3;CHYN;1;;c
ch;chyncd;Does the patient receive chemotherapy in this cycle - Code;integer;TRUE;NA;1;NA;YNFMT;1;CHYNCD;2;;i
ch;chregime;Chosen chemotherapy regimen;text;TRUE;NA;1;NA;CHREGFMT;40;CHREGIME;1;;c
ch;chregimecd;Chosen chemotherapy regimen - Code;integer;TRUE;NA;1;NA;CHREGFMT;1;CHREGIMECD;2;;i
ch;chcom;Comment(optional);text;FALSE;NA;1;NA;NA;79;CHCOM;0;;c
ch;chtno;Temozolomide treatment number;double;FALSE;0;1;NA;NA;1;CHTNO;0;;d
ch;chtstdat;First date of chemotherapy;date;TRUE;NA;1;NA;NA;10;CHTSTDAT;0;;c
ch;chtendat;Last date of chemotherapy;date;FALSE;NA;1;NA;NA;10;CHTENDAT;0;;c
ch;chttoxyn;Any dose modification or interruption due to toxicity within this cycle;text;TRUE;NA;1;NA;YNFMT;3;CHTTOXYN;1;;c
ch;chttoxyncd;Any dose modification or interruption due to toxicity within this cycle - Code;integer;TRUE;NA;1;NA;YNFMT;1;CHTTOXYNCD;2;;i
ch;chttxdes;Specification - Temozolomide;text;TRUE;NA;1;NA;NA;143;CHTTXDES;0;;c
ch;chlno;Lomustine treatment number;double;FALSE;0;1;NA;NA;1;CHLNO;0;;d
ch;chlstdat;First date of chemotherapy;date;TRUE;NA;1;NA;NA;10;CHLSTDAT;0;;c
ch;chlendat;Last date of chemotherapy;date;FALSE;NA;1;NA;NA;10;CHLENDAT;0;;c
ch;chltoxyn;Any dose modification or interruption due to toxicity within this cycle;text;TRUE;NA;1;NA;YNFMT;2;CHLTOXYN;1;;c
ch;chltoxyncd;Any dose modification or interruption due to toxicity within this cycle - Code;integer;TRUE;NA;1;NA;YNFMT;1;CHLTOXYNCD;2;;i
ch;chltxdes;Specification - Lomustine;text;TRUE;NA;1;NA;NA;0;CHLTXDES;0;;c
tr;trrsyn;Radiographic status as assessed by the neuroradiologist;text;TRUE;NA;1;NA;YNFMT;3;TRRSYN;1;;c
tr;trrsyncd;Radiographic status as assessed by the neuroradiologist - Code;integer;TRUE;NA;1;NA;YNFMT;1;TRRSYNCD;2;;i
tr;trrsnd;Reason not done;text;TRUE;NA;1;NA;NA;0;TRRSND;0;;c
tr;trtotvol;Size of tumor volume;double;TRUE;6;1;NA;NA;0;TRTOTVOL;0;;d
tr;triedem;Size of intracranial edema;double;TRUE;6;1;NA;NA;0;TRIEDEM;0;;d
tr;trrnecr;Occurrence of radionecrosis;text;TRUE;NA;1;NA;YNFMT;0;TRRNECR;1;;c
tr;trrnecrcd;Occurrence of radionecrosis - Code;integer;TRUE;NA;1;NA;YNFMT;0;TRRNECRCD;2;;i
tr;trrnecom;Comment(optional);text;FALSE;NA;1;NA;NA;0;TRRNECOM;0;;c
tr;trpspro;Occurrence of pseudoprogression;text;TRUE;NA;1;NA;YNUNKFMT;9;TRPSPRO;1;;c
tr;trpsprocd;Occurrence of pseudoprogression - Code;integer;TRUE;NA;1;NA;YNUNKFMT;2;TRPSPROCD;2;;i
tr;trpscom;Comment(optional);text;FALSE;NA;1;NA;NA;21;TRPSCOM;0;;c
tr;trsdisea;State of disease according to the RANO criteria;text;TRUE;NA;1;NA;OASSFMT;24;TRSDISEA;1;;c
tr;trsdiseacd;State of disease according to the RANO criteria - Code;integer;TRUE;NA;1;NA;OASSFMT;1;TRSDISEACD;2;;i
tr;trorresp;Best overall radiographic response;text;TRUE;NA;1;NA;OASSFMT;24;TRORRESP;1;;c
tr;trorrespcd;Best overall radiographic response - Code;integer;TRUE;NA;1;NA;OASSFMT;1;TRORRESPCD;2;;i
tr;trdrresp;Duration of radiographic response;text;TRUE;NA;1;NA;NA;0;TRDRRESP;0;;c
sa;sastat;Patient status;text;TRUE;NA;1;NA;DSFMT;5;SASTAT;1;;c
sa;sastatcd;Patient status - Code;integer;TRUE;NA;1;NA;DSFMT;1;SASTATCD;2;;i
sa;saendat;Date of last contact;date;TRUE;NA;1;NA;NA;10;SAENDAT;0;;c
sa;sareason;Reason for death;text;TRUE;NA;1;NA;NA;28;SAREASON;0;;c
sa;sadtdat;Date of death;date;TRUE;NA;1;NA;NA;10;SADTDAT;0;;c
sa;sacom;Comment;text;FALSE;NA;1;NA;NA;108;SACOM;0;;c
sa;saothyn;Has the patient started with other anti-cancer treatment(s)?;text;TRUE;NA;1;NA;YNFMT;3;SAOTHYN;1;;c
sa;saothyncd;Has the patient started with other anti-cancer treatment(s)? - Code;integer;TRUE;NA;1;NA;YNFMT;1;SAOTHYNCD;2;;i
ch;chbregim;Chosen chemotherapy regimen;text;TRUE;NA;1;NA;CHBFMT;0;CHBREGIM;1;;c
ch;chbregimcd;Chosen chemotherapy regimen - Code;integer;TRUE;NA;1;NA;CHBFMT;0;CHBREGIMCD;2;;i
ch;chbrdes;Please specify;text;TRUE;NA;1;NA;NA;0;CHBRDES;0;;c
ch;chcno;Carboplatin/Vinorelbine treatment number;double;FALSE;0;1;NA;NA;0;CHCNO;0;;d
ch;chcstdat;First date of Carboplatin/Vinorelbine;date;TRUE;NA;1;NA;NA;0;CHCSTDAT;0;;c
ch;chcendat;Last date of Carboplatin/Vinorelbine;date;FALSE;NA;1;NA;NA;0;CHCENDAT;0;;c
ch;chcdose;Carboplatin/Vinorelbine dose within this cycle;double;TRUE;1;1;NA;NA;0;CHCDOSE;0;;d
ch;chctoxyn;Carboplatin/Vinorelbine dose modification or interruption;text;TRUE;NA;1;NA;YNFMT;0;CHCTOXYN;1;;c
ch;chctoxyncd;Carboplatin/Vinorelbine dose modification or interruption - Code;integer;TRUE;NA;1;NA;YNFMT;0;CHCTOXYNCD;2;;i
ch;chctoxde;Specification - Carboplatin/Vinorelbine;text;TRUE;NA;1;NA;NA;0;CHCTOXDE;0;;c
ch;chono;Other treatment number;double;FALSE;0;1;NA;NA;0;CHONO;0;;d
ch;chostdat;First date of other chemotherapy regimen;date;TRUE;NA;1;NA;NA;0;CHOSTDAT;0;;c
ch;choendat;Last date of other chemotherapy regimen;date;FALSE;NA;1;NA;NA;0;CHOENDAT;0;;c
ch;chodose;Dose within this cycle other chemotherapy regimen;double;TRUE;1;1;NA;NA;0;CHODOSE;0;;d
ch;chotoxyn;Dose modification or interruption other chemotherapy regimen;text;TRUE;NA;1;NA;YNFMT;0;CHOTOXYN;1;;c
ch;chotoxyncd;Dose modification or interruption other chemotherapy regimen - Code;integer;TRUE;NA;1;NA;YNFMT;0;CHOTOXYNCD;2;;i
ch;chotoxde;Specification - other chemotherapy regimen;text;TRUE;NA;1;NA;NA;0;CHOTOXDE;0;;c
chb;chbyn;Does the patient receive chemotherapy in this cycle;text;TRUE;NA;1;NA;YNFMT;3;CHBYN;1;;c
chb;chbyncd;Does the patient receive chemotherapy in this cycle - Code;integer;TRUE;NA;1;NA;YNFMT;1;CHBYNCD;2;;i
chb;chbchemo1;Chemotherapy 1;text;TRUE;NA;1;NA;CHEMOFMT;11;CHBCHEMO1;1;;c
chb;chbchemo1cd;Chemotherapy 1 - Code;integer;TRUE;NA;1;NA;CHEMOFMT;1;CHBCHEMO1CD;2;;i
chb;chbchemo2;Chemotherapy 2;text;TRUE;NA;1;NA;CHEMOFMT;10;CHBCHEMO2;1;;c
chb;chbchemo2cd;Chemotherapy 2 - Code;integer;TRUE;NA;1;NA;CHEMOFMT;1;CHBCHEMO2CD;2;;i
chb;chbchemo3;Chemotherapy 3;text;TRUE;NA;1;NA;CHEMOFMT;10;CHBCHEMO3;1;;c
chb;chbchemo3cd;Chemotherapy 3 - Code;integer;TRUE;NA;1;NA;CHEMOFMT;1;CHBCHEMO3CD;2;;i
chb;chbchemo4;Chemotherapy 4;text;TRUE;NA;1;NA;CHEMOFMT;0;CHBCHEMO4;1;;c
chb;chbchemo4cd;Chemotherapy 4 - Code;integer;TRUE;NA;1;NA;CHEMOFMT;0;CHBCHEMO4CD;2;;i
chb;chbchemo5;Chemotherapy 5;text;TRUE;NA;1;NA;CHEMOFMT;0;CHBCHEMO5;1;;c
chb;chbchemo5cd;Chemotherapy 5 - Code;integer;TRUE;NA;1;NA;CHEMOFMT;0;CHBCHEMO5CD;2;;i
chb;chbchemo99;Chemotherapy 99;text;TRUE;NA;1;NA;CHEMOFMT;0;CHBCHEMO99;1;;c
chb;chbchemo99cd;Chemotherapy 99 - Code;integer;TRUE;NA;1;NA;CHEMOFMT;0;CHBCHEMO99CD;2;;i
chb;chbcdes;Please describe;text;TRUE;NA;1;NA;NA;0;CHBCDES;0;;c
chb;chbcno;Carboplatin/Vinorelbine treatment number;double;FALSE;0;1;NA;NA;1;CHBCNO;0;;d
chb;chbcstdt;First date of Carboplatin/Vinorelbine;date;TRUE;NA;1;NA;NA;10;CHBCSTDT;0;;c
chb;chbcendt;Last date of Carboplatin/Vinorelbine;date;FALSE;NA;1;NA;NA;10;CHBCENDT;0;;c
chb;chbctxyn;Carboplatin/Vinorelbine dose modification or interruption;text;TRUE;NA;1;NA;YNFMT;2;CHBCTXYN;1;;c
chb;chbctxyncd;Carboplatin/Vinorelbine dose modification or interruption - Code;integer;TRUE;NA;1;NA;YNFMT;1;CHBCTXYNCD;2;;i
chb;chbctdes;Specification - Carboplatin/Vinorelbine;text;TRUE;NA;1;NA;NA;0;CHBCTDES;0;;c
chb;chbpno;Other treatment number;double;FALSE;0;1;NA;NA;1;CHBPNO;0;;d
chb;chbpstdt;First date of other chemotherapy regimen;date;TRUE;NA;1;NA;NA;10;CHBPSTDT;0;;c
chb;chbpendt;Last date of other chemotherapy regimen;date;FALSE;NA;1;NA;NA;10;CHBPENDT;0;;c
chb;chbpltxyn;Dose modification or interruption other chemotherapy regimen;text;TRUE;NA;1;NA;YNFMT;3;CHBPLTXYN;1;;c
chb;chbpltxyncd;Dose modification or interruption other chemotherapy regimen - Code;integer;TRUE;NA;1;NA;YNFMT;1;CHBPLTXYNCD;2;;i
chb;chbptdes;Specification - other chemotherapy regimen;text;TRUE;NA;1;NA;NA;8;CHBPTDES;0;;c
chb;chbpcno;Other treatment number;double;FALSE;0;1;NA;NA;1;CHBPCNO;0;;d
chb;chbpcsdt;First date of other chemotherapy regimen;date;TRUE;NA;1;NA;NA;10;CHBPCSDT;0;;c
chb;chbpcedt;Last date of other chemotherapy regimen;date;FALSE;NA;1;NA;NA;10;CHBPCEDT;0;;c
chb;chbpctyn;Dose modification or interruption other chemotherapy regimen;text;TRUE;NA;1;NA;YNFMT;2;CHBPCTYN;1;;c
chb;chbpctyncd;Dose modification or interruption other chemotherapy regimen - Code;integer;TRUE;NA;1;NA;YNFMT;1;CHBPCTYNCD;2;;i
chb;chbpcdes;Specification - other chemotherapy regimen;text;TRUE;NA;1;NA;NA;0;CHBPCDES;0;;c
chb;chbvno;Other treatment number;double;FALSE;0;1;NA;NA;0;CHBVNO;0;;d
chb;chbvsdat;First date of other chemotherapy regimen;date;TRUE;NA;1;NA;NA;0;CHBVSDAT;0;;c
chb;chbvedat;Last date of other chemotherapy regimen;date;FALSE;NA;1;NA;NA;0;CHBVEDAT;0;;c
chb;chbvtxyn;Dose modification or interruption other chemotherapy regimen;text;TRUE;NA;1;NA;YNFMT;0;CHBVTXYN;1;;c
chb;chbvtxyncd;Dose modification or interruption other chemotherapy regimen - Code;integer;TRUE;NA;1;NA;YNFMT;0;CHBVTXYNCD;2;;i
chb;chbvdes;Specification - other chemotherapy regimen;text;TRUE;NA;1;NA;NA;0;CHBVDES;0;;c
chb;chbbno;Other treatment number;double;FALSE;0;1;NA;NA;0;CHBBNO;0;;d
chb;chbbsdat;First date of other chemotherapy regimen;date;TRUE;NA;1;NA;NA;0;CHBBSDAT;0;;c
chb;chbbedat;Last date of other chemotherapy regimen;date;FALSE;NA;1;NA;NA;0;CHBBEDAT;0;;c
chb;chbbtxyn;Dose modification or interruption other chemotherapy regimen;text;TRUE;NA;1;NA;YNFMT;0;CHBBTXYN;1;;c
chb;chbbtxyncd;Dose modification or interruption other chemotherapy regimen - Code;integer;TRUE;NA;1;NA;YNFMT;0;CHBBTXYNCD;2;;i
chb;chbbtdes;Specification - other chemotherapy regimen;text;TRUE;NA;1;NA;NA;0;CHBBTDES;0;;c
chb;chbono;Other treatment number;double;FALSE;0;1;NA;NA;0;CHBONO;0;;d
chb;chbosdat;First date of other chemotherapy regimen;date;TRUE;NA;1;NA;NA;0;CHBOSDAT;0;;c
chb;chboedat;Last date of other chemotherapy regimen;date;FALSE;NA;1;NA;NA;0;CHBOEDAT;0;;c
chb;chbotxyn;Dose modification or interruption other chemotherapy regimen;text;TRUE;NA;1;NA;YNFMT;0;CHBOTXYN;1;;c
chb;chbotxyncd;Dose modification or interruption other chemotherapy regimen - Code;integer;TRUE;NA;1;NA;YNFMT;0;CHBOTXYNCD;2;;i
chb;chbotdes;Specification - other chemotherapy regimen;text;TRUE;NA;1;NA;NA;0;CHBOTDES;0;;c
exbm;exbmpdl1;PD-L1-positive subject;text;TRUE;NA;1;NA;YNFMT;3;EXBMPDL1;1;;c
exbm;exbmpdl1cd;PD-L1-positive subject - Code;integer;TRUE;NA;1;NA;YNFMT;1;EXBMPDL1CD;2;;i
exbm;exbmyn;Immunotherapeutic agents administration performed in this cycle?;text;TRUE;NA;1;NA;EXIMMFMT;13;EXBMYN;1;;c
exbm;exbmyncd;Immunotherapeutic agents administration performed in this cycle? - Code;integer;TRUE;NA;1;NA;EXIMMFMT;1;EXBMYNCD;2;;i
exbm;exbmia;Atezolizumab, please specify;text;TRUE;NA;1;NA;NA;0;EXBMIA;0;;c
exbm;exbmnd;No administration, please specify;text;TRUE;NA;1;NA;NA;0;EXBMND;0;;c
exbm;exbmrdat;Reconstitution date(if applicable);date;FALSE;NA;1;NA;NA;10;EXBMRDAT;0;;c
exbm;exbmrtim;Reconstitution time(if applicable);time;FALSE;NA;1;NA;NA;0;EXBMRTIM;0;;NA
exbm;exbmdat;Administration date;date;TRUE;NA;1;NA;NA;10;EXBMDAT;0;;c
exbm;exbsttim;Start time;time;TRUE;NA;1;NA;NA;5;EXBSTTIM;0;;NA
exbm;exbentim;Stop time;time;TRUE;NA;1;NA;NA;5;EXBENTIM;0;;NA
exbm;exbmdur;Duration (min);double;FALSE;0;1;NA;NA;3;EXBMDUR;0;;d
